tweet_id,retweet_count,favorite_count,hashtags,jpg_url,dog_type,confidence_list,text,rating_numerator,rating_denominator,name,dogs_type,year,month,day,rating
887343217045368832,10098,32801,[],https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,33.0741,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,None,2017.0,7.0,18.0,1.3
887101392804085760,5773,29785,[],https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.3942,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,None,2017.0,7.0,18.0,1.2
886983233522544640,7522,34218,[],https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.3469,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,None,2017.0,7.0,17.0,1.3
886736880519319552,3164,11734,[],https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,30.970599999999997,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,None,2017.0,7.0,16.0,1.3
886366144734445568,3097,20641,[],https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,99.9201,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,2017.0,7.0,15.0,1.2
886258384151887873,6099,27274,[],https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,94.3575,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,None,2017.0,7.0,15.0,1.3
885984800019947520,6560,31773,[],https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,97.2494,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,None,2017.0,7.0,14.0,1.2
885528943205470208,6225,35050,[],https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,36.9275,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,None,2017.0,7.0,13.0,1.3
885311592912609280,17970,0,[],https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,90.8703,,,,,,,,,
885167619883638784,4248,21351,[],https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,81.2482,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,None,2017.0,7.0,12.0,1.3
884925521741709313,17681,75287,[],https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,25.9916,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,None,2017.0,7.0,12.0,1.2
884876753390489601,5443,27186,[],https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,82.2103,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,None,2017.0,7.0,11.0,1.3
884562892145688576,4541,23645,[],https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,54.640600000000006,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,None,2017.0,7.0,11.0,1.3
884441805382717440,5486,26313,[],https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,99.3225,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,None,2017.0,7.0,10.0,1.4
884162670584377345,2890,19836,[],https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,70.7046,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,2017.0,7.0,9.0,1.2
883838122936631299,3338,21333,[],https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,61.0946,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,None,2017.0,7.0,9.0,1.2
883482846933004288,9625,44721,[],https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,94.3082,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,10.0,Bella,None,2017.0,7.0,8.0,0.5
883360690899218434,3593,22097,[],https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,98.7997,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,2017.0,7.0,7.0,1.3
883117836046086144,6460,36193,[],https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,94.9562,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,None,2017.0,7.0,7.0,1.3
882992080364220416,3804,23326,[],https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,46.677800000000005,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,None,2017.0,7.0,6.0,1.3
882762694511734784,4750,27573,[],https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,85.005,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,2017.0,7.0,6.0,1.2
882627270321602560,5908,27212,[],https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,54.298199999999994,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,None,2017.0,7.0,5.0,1.3
882268110199369728,11240,43773,[],https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,76.22109999999999,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,None,2017.0,7.0,4.0,1.3
882045870035918850,4803,28582,[],https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.694063,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,None,2017.0,7.0,4.0,1.3
881906580714921986,3296,23695,[],https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,29.1539,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,None,2017.0,7.0,3.0,1.2
881666595344535552,10361,49302,[],https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,52.9012,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,None,2017.0,7.0,3.0,1.3
881536004380872706,15489,48161,[],https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,28.146300000000004,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,a,pupper,2017.0,7.0,2.0,1.4
880872448815771648,3713,20718,[],https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,79.1416,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,None,2017.0,6.0,30.0,1.2
880465832366813184,6095,27799,[],https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,91.3255,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,None,2017.0,6.0,29.0,1.2
880221127280381952,4092,26336,[],https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,23.8525,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,None,2017.0,6.0,29.0,1.2
880095782870896641,4212,26930,[],https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,12.0298,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,None,2017.0,6.0,28.0,1.1
879862464715927552,3393,21785,[],https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,81.3507,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,None,2017.0,6.0,28.0,1.3
879492040517615616,3087,22844,[],https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,47.989599999999996,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,None,2017.0,6.0,27.0,1.2
879415818425184262,42993,103162,[],https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,38.3404,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,None,2017.0,6.0,26.0,1.3
879376492567855104,3022,16381,[],https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,3.34961,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,None,2017.0,6.0,26.0,1.2
879008229531029506,2615,18517,[],https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,96.0513,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,None,2017.0,6.0,25.0,1.3
878776093423087618,4008,18938,"[{'text': 'PrideMonthPuppo', 'indices': [29, 45]}, {'text': 'PrideMonth', 'indices': [115, 126]}]",https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,73.4684,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,2017.0,6.0,25.0,1.3
878281511006478336,1250,7549,[],https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,32.042,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,None,2017.0,6.0,23.0,1.3
878057613040115712,6618,41002,[],https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,83.9097,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,None,2017.0,6.0,23.0,1.4
877736472329191424,18556,77671,[],https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,83.7956,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,None,2017.0,6.0,22.0,1.3
877611172832227328,78,0,[],https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,36.4729,,,,,,,,,
877556246731214848,3696,22176,[],https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,99.5368,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,None,2017.0,6.0,21.0,1.2
877316821321428993,5050,26732,[],https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,50.996700000000004,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,None,2017.0,6.0,21.0,1.3
877201837425926144,5433,26469,[],https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,93.112,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,None,2017.0,6.0,20.0,1.2
876838120628539392,3250,20186,[],https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,57.5751,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,2017.0,6.0,19.0,1.2
876484053909872640,2327,18310,[],https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,87.4566,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,None,2017.0,6.0,18.0,1.3
876120275196170240,4561,27276,[],https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,53.4327,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,None,2017.0,6.0,17.0,1.3
875747767867523072,4174,24593,[],https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,79.9551,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,None,2017.0,6.0,16.0,1.3
875144289856114688,4814,21421,[],https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,24.5048,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,None,2017.0,6.0,15.0,1.3
875021211251597312,4607,24890,[],https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,71.4319,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,None,2017.0,6.0,14.0,1.2
874680097055178752,4531,27192,[],https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,83.6052,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,None,2017.0,6.0,13.0,1.2
874296783580663808,4012,25463,[],https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,43.7216,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,pupper,2017.0,6.0,12.0,1.3
874057562936811520,3859,22193,[],https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,83.21770000000001,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,None,2017.0,6.0,12.0,1.2
874012996292530176,10164,33747,"[{'text': 'PrideMonth', 'indices': [122, 133]}]",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,80.6674,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,puppo,2017.0,6.0,11.0,1.3
873580283840344065,3846,23674,[],https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,67.85369999999999,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,None,2017.0,6.0,10.0,1.3
873213775632977920,1548,7078,[],https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,61.978199999999994,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,pupper,2017.0,6.0,9.0,1.2
872967104147763200,5294,26740,[],https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,47.6913,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,None,doggo,2017.0,6.0,9.0,1.2
872820683541237760,3619,14421,"[{'text': 'dogsatpollingstations', 'indices': [21, 43]}]",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,99.912,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,None,2017.0,6.0,8.0,1.3
872620804844003328,3619,20347,"[{'text': 'PrideMonth', 'indices': [66, 77]}]",https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,51.31909999999999,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,None,2017.0,6.0,8.0,1.3
872486979161796608,8840,39849,[],https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,93.18610000000001,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,None,2017.0,6.0,7.0,1.2
872122724285648897,7973,33689,[],https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,6.673630000000001,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,None,2017.0,6.0,6.0,1.2
871879754684805121,10939,37149,"[{'text': 'PrideMonth', 'indices': [39, 50]}]",https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,96.9171,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,None,2017.0,6.0,6.0,1.3
871762521631449091,3416,19865,[],https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,92.1393,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,pupper,2017.0,6.0,5.0,1.2
871515927908634625,3397,19807,[],https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,97.4781,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,doggo,2017.0,6.0,4.0,1.2
871032628920680449,3754,22264,[],https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,39.80530000000001,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,None,2017.0,6.0,3.0,1.3
870656317836468226,2598,12182,[],https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,94.5495,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,None,2017.0,6.0,2.0,1.3
